country,state,city,station,last_update,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,AQI,AQI_Category
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-02-26 19:00:00,28.0,13.0,74.0,54.0,189.0,209.0,32.0,369,Very Poor
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2026-02-26 19:00:00,4.0,1.0,11.0,3.0,113.0,81.0,44.0,169,Moderate
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2026-02-26 19:00:00,40.0,11.0,75.0,89.0,204.0,131.0,11.0,309,Very Poor
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2026-02-26 19:00:00,49.0,9.0,81.0,103.0,222.0,192.0,17.0,355,Very Poor
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",2026-02-26 19:00:00,46.0,8.0,14.0,59.0,135.0,216.0,38.0,374,Very Poor
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2026-02-26 19:00:00,10.0,4.0,6.0,5.0,87.0,39.0,10.0,65,Satisfactory
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-02-26 19:00:00,35.0,5.0,27.0,12.0,108.0,123.0,20.0,303,Very Poor
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2026-02-26 19:00:00,13.0,1.0,7.0,6.0,141.0,110.0,17.0,266,Poor
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",2026-02-26 19:00:00,46.0,15.0,29.0,36.0,167.0,136.0,17.0,313,Very Poor
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-02-26 19:00:00,11.0,6.0,32.0,37.0,80.0,51.0,41.0,85,Satisfactory
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-02-26 19:00:00,64.0,17.0,36.0,32.0,147.0,161.0,9.0,332,Very Poor
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-02-26 19:00:00,29.0,3.0,18.0,35.0,112.0,179.0,4.0,346,Very Poor
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-02-26 19:00:00,54.0,6.0,113.0,14.0,134.0,163.0,19.0,333,Very Poor
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",2026-02-26 19:00:00,46.0,8.0,39.0,116.0,146.0,127.0,9.0,306,Very Poor
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2026-02-26 19:00:00,28.0,10.0,56.0,91.0,106.0,105.0,13.0,249,Poor
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",2026-02-26 19:00:00,41.0,5.0,36.0,55.0,108.0,126.0,18.0,305,Very Poor
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",2026-02-26 19:00:00,40.0,4.0,16.0,22.0,114.0,100.0,24.0,232,Poor
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",2026-02-26 19:00:00,40.0,6.0,25.0,22.0,110.0,79.0,31.0,162,Moderate
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",2026-02-26 19:00:00,91.0,5.0,29.0,48.0,76.0,50.0,47.0,83,Satisfactory
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-02-26 19:00:00,42.0,11.0,29.0,113.0,133.0,152.0,20.0,325,Very Poor
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-02-26 19:00:00,41.0,3.0,117.0,12.0,129.0,223.0,10.0,379,Very Poor
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-02-26 19:00:00,37.0,12.0,97.0,103.0,147.0,148.0,18.0,322,Very Poor
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-02-26 19:00:00,21.0,15.0,116.0,58.0,168.0,151.0,11.0,324,Very Poor
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-02-26 19:00:00,17.0,5.0,6.0,44.0,78.0,52.0,38.0,86,Satisfactory
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2026-02-26 19:00:00,12.0,9.0,12.0,40.0,55.0,41.0,38.0,68,Satisfactory
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2026-02-26 19:00:00,26.0,7.0,5.0,12.0,58.0,41.0,37.0,68,Satisfactory
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",2026-02-26 19:00:00,29.0,9.0,18.0,123.0,134.0,201.0,7.0,362,Very Poor
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2026-02-26 19:00:00,14.0,1.0,8.0,12.0,55.0,55.0,25.0,92,Satisfactory
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",2026-02-26 19:00:00,7.0,2.0,2.0,14.0,63.0,21.0,28.0,35,Good
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-02-26 19:00:00,18.0,8.0,27.0,15.0,100.0,60.0,17.0,100,Satisfactory
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",2026-02-26 19:00:00,20.0,3.0,9.0,12.0,117.0,164.0,8.0,334,Very Poor
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",2026-02-26 19:00:00,37.0,37.0,21.0,74.0,44.0,2.0,1.0,3,Good
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",2026-02-26 19:00:00,67.0,1.0,18.0,40.0,99.0,119.0,7.0,297,Poor
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",2026-02-26 19:00:00,56.0,8.0,33.0,36.0,87.0,82.0,7.0,173,Moderate
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",2026-02-26 19:00:00,44.0,6.0,25.0,54.0,80.0,85.0,13.0,183,Moderate
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",2026-02-26 19:00:00,24.0,3.0,41.0,57.0,111.0,165.0,20.0,335,Very Poor
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",2026-02-26 19:00:00,27.0,3.0,30.0,51.0,122.0,68.0,27.0,125,Moderate
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",2026-02-26 19:00:00,33.0,6.0,30.0,24.0,118.0,143.0,14.0,318,Very Poor
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",2026-02-26 19:00:00,23.0,8.0,91.0,31.0,188.0,149.0,33.0,322,Very Poor
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",2026-02-26 19:00:00,8.0,2.0,14.0,50.0,93.0,81.0,26.0,169,Moderate
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",2026-02-26 19:00:00,26.0,9.0,64.0,120.0,121.0,91.0,27.0,201,Poor
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",2026-02-26 19:00:00,55.0,15.0,22.0,22.0,189.0,253.0,15.0,402,Severe
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",2026-02-26 19:00:00,44.0,10.0,91.0,55.0,158.0,139.0,6.0,315,Very Poor
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",2026-02-26 19:00:00,22.0,9.0,74.0,28.0,132.0,211.0,16.0,370,Very Poor
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",2026-02-26 19:00:00,38.0,7.0,12.0,57.0,125.0,143.0,11.0,318,Very Poor
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",2026-02-26 19:00:00,19.0,14.0,67.0,38.0,109.0,145.0,11.0,319,Very Poor
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",2026-02-26 19:00:00,39.0,9.0,42.0,33.0,173.0,211.0,3.0,370,Very Poor
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",2026-02-26 19:00:00,36.0,13.0,124.0,38.0,149.0,210.0,10.0,369,Very Poor
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",2026-02-26 19:00:00,33.0,20.0,100.0,26.0,103.0,129.0,20.0,307,Very Poor
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",2026-02-26 19:00:00,45.0,10.0,19.0,70.0,141.0,118.0,18.0,293,Poor
